,rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7457,7458,5038469,K06505.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,1.36840167,,,131.5320332,,,,,,4.58,,,,,,,,,,,,,,,,1.0,q1_q17_dr24_tce,,,,,,,,,,298.22311,40.172298,12.103
1734,1735,3342794,K02278.01,Kepler-376 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,14.17222858,5.555e-05,-5.555e-05,142.60134,0.0032,-0.0032,0.869,0.048,-0.62,2.6297,0.083,-0.083,246.8,11.0,-11.0,2.39,0.38,-0.46,873.0,,,137.33,60.78,-55.22,24.5,1.0,q1_q17_dr25_tce,5845.0,105.0,-117.0,4.2,0.17600000000000002,-0.10800000000000001,1.314,0.209,-0.256,291.60717999999997,38.410389,13.776
2580,2581,3545135,K02755.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,8.48299282,3.908e-05,-3.908e-05,132.96583,0.00372,-0.00372,0.564,0.362,-0.354,2.505,0.11,-0.11,69.1,3.9,-3.9,0.8,0.11,-0.06,879.0,,,141.04,53.99,-30.47,21.3,1.0,q1_q17_dr25_tce,5827.0,104.0,-116.0,4.471,0.059000000000000004,-0.11,0.933,0.126,-0.073,291.57422,38.655949,12.147
8778,8779,11551652,K07455.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.773744,0.0001833,-0.0001833,131.8309,0.0324,-0.0324,0.9606,0.0188,-0.6664,15.2,2.3,-2.3,85.2,10.2,-10.2,2.44,0.82,-0.81,2001.0,,,3791.11,3898.65,-2362.11,5.7,2.0,q1_q17_dr24_tce,7302.0,232.0,-309.0,3.965,0.248,-0.248,2.069,0.699,-0.684,287.57501,49.551167,11.419
3147,3148,6779260,K02678.02,,CANDIDATE,CANDIDATE,0.976,0,0,0,0,2.2165905,0.00033,-0.00033,131.5607,0.0065,-0.0065,0.703,0.218,-0.478,1.0,11.0,-11.0,28.7,38.3,-38.3,0.48,0.05,-0.03,1215.0,,,515.27,160.47,-89.78,2.8,2.0,q1_q17_dr25_tce,5397.0,107.0,-107.0,4.543,0.033,-0.083,0.831,0.084,-0.045,292.38855,42.233261,11.799000000000001
4121,4122,9851845,K04696.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.08195208,1.685e-05,-1.685e-05,131.5252,0.012,-0.012,0.257,0.212,-0.257,4.807,0.386,-0.386,33.6,3.5,-3.5,0.47,0.06,-0.05,1526.0,,,1275.68,523.29,-388.59,12.4,1.0,q1_q17_dr25_tce,5233.0,158.0,-142.0,4.489,0.095,-0.085,0.824,0.098,-0.098,299.0098,46.684738,13.880999999999998
5628,5629,8501062,K02176.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,24.40213373,,,149.47431,,,,,,12.57,,,,,,,,,,,,,,,,,,,,,,,,,,,294.06879,44.574771999999996,13.424000000000001
6973,6974,5254230,K05999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,7.035518449,8.027000000000001e-06,-8.027000000000001e-06,137.95008700000002,0.000944,-0.000944,1.268,6.444,-0.206,3.5286,0.0497,-0.0497,2139.0,27.3,-27.3,24.91,2.81,-2.52,782.0,,,88.6,34.71,-25.18,91.5,1.0,q1_q17_dr25_tce,5288.0,157.0,-157.0,4.566,0.08199999999999999,-0.06,0.71,0.08,-0.072,284.04843,40.408539000000005,14.884
6848,6849,10991431,K05851.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,322.221973,0.008706,-0.008706,217.0496,0.0206,-0.0206,0.2141,0.2287,-0.2138,7.531,0.747,-0.747,465.6,64.2,-64.2,2.18,0.88,-0.24,277.0,,,1.4,1.68,-0.43,8.9,1.0,q1_q16_tce,6026.0,164.0,-200.0,4.437,0.064,-0.282,1.006,0.408,-0.109,298.30725,48.482459999999996,14.718
2031,2032,8247770,K02569.01,,CANDIDATE,CANDIDATE,0.427,0,0,0,0,8.28157072,7.341e-05,-7.341e-05,136.25775,0.00647,-0.00647,0.042,0.407,-0.042,3.1,0.216,-0.216,139.2,12.6,-12.6,1.37,0.21,-0.21,956.0,,,197.82,79.31,-63.19,12.9,1.0,q1_q17_dr25_tce,5640.0,76.0,-76.0,4.288,0.14300000000000002,-0.10400000000000001,1.175,0.179,-0.179,296.603,44.14082,14.273
6276,6277,3858926,K05019.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,25.95247,0.001077,-0.001077,149.0004,0.0326,-0.0326,0.4398,0.0189,-0.4398,12.945,0.744,-0.744,80.8,9.4,-9.4,1.56,1.06,-0.25,946.0,,,189.06,420.87,-78.26,16.4,1.0,q1_q16_tce,7351.0,232.0,-330.0,4.17,0.094,-0.38799999999999996,1.679,1.155,-0.27,293.70566,38.95528,13.357000000000001
6185,6186,4946581,K05109.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,28.615014,0.001873,-0.001873,147.7816,0.0484,-0.0484,0.505,0.477,-0.301,24.74,2.1,-2.1,70.5,6.2,-6.2,1.69,0.28,-0.46,783.0,,,88.66,38.71,-44.8,13.5,1.0,q1_q17_dr25_tce,5562.0,88.0,-77.0,3.925,0.20800000000000002,-0.096,1.987,0.321,-0.55,297.36008,40.031841,14.091
4091,4092,9701962,K04617.01,Kepler-1617 b,CONFIRMED,CANDIDATE,0.896,0,0,0,0,27.4784659,0.0005177,-0.0005177,148.6101,0.017,-0.017,0.008,0.444,-0.008,7.5,0.536,-0.536,83.2,7.6,-7.6,1.52,0.25,-0.4,736.0,,,69.3,30.51,-33.43,12.3,1.0,q1_q17_dr25_tce,5432.0,89.0,-65.0,3.9930000000000003,0.21,-0.09,1.707,0.276,-0.449,287.93719,46.418490999999996,13.63
4380,4381,4587135,K04680.01,,CANDIDATE,CANDIDATE,0.767,0,0,0,0,54.0812235,0.0009413,-0.0009413,145.2689,0.0101,-0.0101,0.182,0.279,-0.182,6.279,0.377,-0.377,411.1,40.7,-40.7,1.54,0.37,-0.12,431.0,,,8.19,5.76,-2.04,11.6,1.0,q1_q17_dr25_tce,5757.0,155.0,-173.0,4.5969999999999995,0.036000000000000004,-0.153,0.762,0.181,-0.06,297.59963999999997,39.626339,15.487
3370,3371,10272442,K00734.01,Kepler-657 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,24.5434566,5.953e-05,-5.953e-05,187.92215,0.00188,-0.00188,0.042,0.303,-0.042,7.2518,0.0619,-0.0619,1151.3,19.7,-19.7,3.08,0.91,-0.28,616.0,,,34.07,29.56,-9.23,64.5,1.0,q1_q17_dr25_tce,5955.0,161.0,-179.0,4.52,0.048,-0.192,0.91,0.269,-0.084,291.1973,47.3078,15.344000000000001
4922,4923,9995771,K03470.01,,CANDIDATE,CANDIDATE,0.733,0,0,0,0,15.0617835,0.0002645,-0.0002645,140.1111,0.016,-0.016,0.114,0.335,-0.114,6.31,0.299,-0.299,196.6,17.9,-17.9,1.61,0.27,-0.21,794.0,,,94.08,41.79,-26.28,12.1,2.0,q1_q17_dr25_tce,5806.0,78.0,-78.0,4.321000000000001,0.115,-0.115,1.158,0.197,-0.148,283.79782,46.931,15.386
2226,2227,11295426,K00246.01,Kepler-68 A b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.398752862,1.9469999999999997e-06,-1.9469999999999997e-06,173.858666,0.000286,-0.000286,0.015,0.347,-0.015,3.4303,0.0154,-0.0154,346.5,1.4,-1.4,2.21,0.12,-0.11,1140.0,,,398.33,70.22,-58.48,289.6,1.0,q1_q17_dr25_tce,5790.0,78.0,-78.0,4.279,0.03,-0.027000000000000003,1.198,0.067,-0.061,291.03232,49.040271999999995,9.997
5556,5557,10294613,K01896.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.854493861,2.292e-06,-2.292e-06,132.49056000000002,0.001,-0.001,1.279,1.231,-0.117,4.2367,0.0556,-0.0556,1287.3,14.5,-14.5,29.39,6.03,-2.16,1291.0,,,657.94,418.52,-151.92,108.2,1.0,q1_q17_dr25_tce,5431.0,164.0,-147.0,4.563,0.027000000000000003,-0.14400000000000002,0.843,0.173,-0.062,298.73807,47.381741,14.898
8546,8547,11854636,K07484.01,,FALSE POSITIVE,FALSE POSITIVE,0.235,1,0,0,0,37.0200232,0.0004305,-0.0004305,131.8379,0.0109,-0.0109,0.308,0.268,-0.307,1.421,0.338,-0.338,581.0,156.0,-156.0,2.14,0.57,-0.19,507.0,,,15.66,12.09,-4.12,6.6,1.0,q1_q17_dr25_tce,5685.0,152.0,-169.0,4.537,0.044000000000000004,-0.17600000000000002,0.886,0.233,-0.078,286.10281000000003,50.126540999999996,15.424000000000001
6046,6047,6875342,K05332.01,,CANDIDATE,CANDIDATE,0.894,0,0,0,0,22.2381062,0.0007492,-0.0007492,148.3792,0.03,-0.03,0.288,0.176,-0.288,2.68,1.1,-1.1,104.2,16.6,-16.6,1.09,0.37,-0.13,702.0,,,57.27,58.67,-18.95,7.1,1.0,q1_q17_dr25_tce,6192.0,172.0,-237.0,4.433,0.057999999999999996,-0.23199999999999998,1.055,0.366,-0.122,295.23825,42.322361,14.296
6874,6875,11147785,K05873.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,217.170081,0.003511,-0.003511,229.9068,0.0111,-0.0111,86.1724,14.8,-24.35,4.291,0.646,-0.646,937.0,112.0,-112.0,109061.0,17480.0,-32650.0,802.0,,,97.62,40.97,-56.81,9.5,1.0,q1_q16_tce,5083.0,68.0,-200.0,2.638,0.028999999999999998,-0.03,11.723,1.879,-3.51,296.32471,48.783112,12.446
2313,2314,9451706,K00271.03,Kepler-127 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.4359459,6.195e-05,-6.195e-05,141.51253,0.00356,-0.00356,0.613,0.344,-0.394,3.414,0.102,-0.102,107.3,5.3,-5.3,1.46,0.04,-0.03,884.0,,,144.45,20.39,-14.96,22.0,3.0,q1_q17_dr25_tce,6075.0,122.0,-97.0,4.263999999999999,0.012,-0.012,1.352,0.036,-0.03,285.19,46.027962,11.485
2526,2527,9591070,K02825.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.7641743679999999,2.9789999999999998e-06,-2.9789999999999998e-06,131.68497,0.00319,-0.00319,0.626,0.056,-0.495,2.346,0.134,-0.134,100.2,3.8,-3.8,1.18,0.41,-0.13,2241.0,,,5972.52,6025.19,-1869.55,34.5,1.0,q1_q17_dr25_tce,6321.0,168.0,-205.0,4.417,0.055999999999999994,-0.22399999999999998,1.125,0.388,-0.129,293.07662999999997,46.21801,14.360999999999999
2406,2407,6587105,K02721.01,Kepler-1325 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,33.878639,0.0002187,-0.0002187,160.21868999999998,0.00444,-0.00444,0.923,0.003,-0.645,6.194,0.134,-0.134,700.1,28.4,-28.4,3.52,0.49,-0.5,564.0,,,24.0,8.89,-7.18,27.9,1.0,q1_q17_dr25_tce,5533.0,74.0,-74.0,4.348,0.126,-0.10300000000000001,1.072,0.15,-0.15,285.01721000000003,42.085381,15.16
751,752,11599038,K01437.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,7.01733571,5.169e-05,-5.169e-05,133.90592,0.00577,-0.00577,0.581,0.021,-0.475,3.567,0.18,-0.18,255.5,18.2,-18.2,1.61,0.5,-0.2,984.0,,,221.46,204.04,-73.17,15.5,1.0,q1_q17_dr25_tce,6052.0,163.0,-199.0,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662000000003,49.692402,15.28
8614,8615,3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,25.949641315,,,148.9825267,,,0.945,,,11.6411,,,67.8,,,2.06,1.15,-1.15,753.0,,,76.14,134.58,-62.86,7.6,1.0,q1_q17_dr25_tce,5109.0,169.0,-138.0,3.873,0.693,-0.297,1.922,1.074,-1.074,293.68207,39.01112,13.956
7853,7854,6372268,K06698.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,5.22422449,,,133.01192,,,,,,4.56,,,,,,,,,,,,29.83,10.15,-10.72,,1.0,q1_q17_dr25_tce,,,,,,,,,,294.35617,41.777206,11.446
8558,8559,5269407,K06548.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.9588711440000001,6.4e-08,-6.4e-08,131.6864267,5.45e-05,-5.45e-05,0.533,0.017,-0.012,2.74361,0.0022600000000000003,-0.0022600000000000003,232350.0,228.0,-228.0,45.91,11.68,-6.79,1743.0,,,2174.51,1674.66,-759.33,1191.2,1.0,q1_q17_dr25_tce,5530.0,165.0,-149.0,4.425,0.14400000000000002,-0.198,0.892,0.227,-0.132,290.09078999999997,40.46183,14.164000000000001
1048,1049,4278221,K01615.01,Kepler-908 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.340596782,2.113e-06,-2.113e-06,132.24549,0.0013,-0.0013,0.007,0.437,-0.007,1.6484,0.0415,-0.0415,107.5,3.4,-3.4,1.16,0.2,-0.09,1783.0,,,2393.35,1122.81,-534.63,37.6,1.0,q1_q17_dr25_tce,5992.0,119.0,-119.0,4.385,0.054000000000000006,-0.11699999999999999,1.125,0.186,-0.093,295.32251,39.376492,11.524000000000001
5078,5079,6369845,K07777.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,27.6760342,0.0005341,-0.0005341,144.9833,0.0169,-0.0169,0.071,0.395,-0.071,4.234,0.385,-0.385,266.8,22.4,-22.4,5.15,2.17,-1.77,951.0,,,193.23,236.62,-117.93,14.4,1.0,q1_q17_dr25_tce,5123.0,128.0,-128.0,3.4419999999999997,0.325,-0.266,3.224,1.353,-1.107,293.64758,41.730678999999995,13.33
6513,6514,9659022,K05702.01,,CANDIDATE,CANDIDATE,,0,0,0,0,511.882,0.01507,-0.01507,533.7435,0.0204,-0.0204,0.5102,0.081,-0.4133,4.822,0.842,-0.842,610.0,145.0,-145.0,2.56,1.14,-0.25,241.0,,,0.79,1.05,-0.23,6.5,1.0,q1_q16_tce,6141.0,163.0,-212.0,4.454,0.051,-0.303,1.007,0.449,-0.098,295.69479,46.319328000000006,15.462
1027,1028,5009743,K01609.01,Kepler-906 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,41.6980186,0.0001434,-0.0001434,169.57548,0.0028,-0.0028,0.002,0.407,-0.002,5.7047,0.0839,-0.0839,440.8,11.6,-11.6,2.03,0.31,-0.14,537.0,,,19.61,8.2,-4.05,43.4,1.0,q1_q17_dr25_tce,5997.0,107.0,-131.0,4.466,0.048,-0.11199999999999999,0.971,0.145,-0.067,291.40555,40.125488,13.956
4803,4804,5553959,K03377.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.0100312,4.724e-05,-4.724e-05,131.61434,0.00383,-0.00383,0.07,0.374,-0.07,1.35,0.121,-0.121,375.8,37.3,-37.3,0.99,0.07,-0.11,506.0,,,15.56,4.29,-4.69,12.4,1.0,q1_q17_dr25_tce,4338.0,117.0,-143.0,4.731,0.065,-0.035,0.508,0.036,-0.054,297.05066,40.717419,15.318
1471,1472,11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.7983174,6.108e-05,-6.108e-05,133.64979,0.00382,-0.00382,0.738,0.158,-0.518,6.401,0.116,-0.116,336.6,9.7,-9.7,2.88,0.41,-0.68,908.0,,,160.33,61.54,-71.6,38.2,1.0,q1_q17_dr25_tce,5592.0,75.0,-75.0,4.115,0.195,-0.09,1.451,0.211,-0.342,289.19957999999997,49.305721000000005,14.513
8001,8002,10848097,K07380.01,,CANDIDATE,CANDIDATE,,0,0,0,0,15.9474242,0.0001556,-0.0001556,137.49448999999998,0.00814,-0.00814,0.1178,0.3498,-0.1177,1.127,0.315,-0.315,191.7,43.0,-43.0,1.21,0.58,-0.16,670.0,,,47.65,70.83,-15.53,6.5,1.0,q1_q17_dr24_tce,5472.0,176.0,-146.0,4.44,0.11599999999999999,-0.11599999999999999,0.877,0.421,-0.117,285.35582999999997,48.221489,14.800999999999998
1075,1076,7439316,K01501.01,Kepler-866 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.617028373,6.592000000000001e-06,-6.592000000000001e-06,134.03294,0.00213,-0.00213,0.146,0.291,-0.146,2.046,0.0658,-0.0658,499.4,19.0,-19.0,1.57,0.12,-0.15,996.0,,,233.23,71.71,-63.88,30.8,1.0,q1_q17_dr25_tce,4831.0,146.0,-146.0,4.5680000000000005,0.065,-0.035,0.724,0.056,-0.068,290.12231,43.08556,15.835
4677,4678,4927734,K03212.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,3.0001191,0.0001696,-0.0001696,132.9097,0.0318,-0.0318,0.635,0.347,-0.423,6.61,1.3,-1.3,7.7,1.1,-1.1,0.73,0.16,-0.24,2566.0,,,10247.93,6709.71,-6358.59,7.3,1.0,q1_q17_dr25_tce,8431.0,233.0,-366.0,3.97,0.23399999999999999,-0.126,2.485,0.542,-0.812,292.91702000000004,40.09243,11.96
8169,8170,8265990,K07006.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.77996263,1.012e-05,-1.012e-05,132.1472,0.0126,-0.0126,0.0723,0.3779,-0.0723,3.369,0.575,-0.575,25.7,2.8,-2.8,0.83,0.37,-0.28,2607.0,,,10919.82,14779.94,-6600.3,9.7,1.0,q1_q17_dr24_tce,6002.0,173.0,-183.0,4.032,0.31,-0.31,1.629,0.732,-0.539,301.36261,44.173409,13.417
6938,6939,9551430,K04030.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,163.51489847,,,144.85312919999998,,,,,,3.08,,,,,,,,,,,,,,,,2.0,q1_q16_tce,,,,,,,,,,300.18863,46.185767999999996,15.552999999999999
6199,6200,6129632,K05240.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,298.4688,0.003751,-0.003751,303.902,0.0096,-0.0096,0.1765,0.2832,-0.1762,3.748,0.304,-0.304,315.4,33.0,-33.0,11.33,0.79,-3.1,554.0,,,22.32,4.79,-12.01,10.6,1.0,q1_q16_tce,5189.0,78.0,-170.0,3.12,0.033,-0.027999999999999997,6.491,0.452,-1.776,293.69916,41.402221999999995,11.454
2902,2903,11566064,K00353.02,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,30.6528935,0.0002234,-0.0002234,135.04211,0.00624,-0.00624,0.682,0.039,-0.493,4.99,0.161,-0.161,269.7,16.2,-16.2,2.86,0.49,-0.6,780.0,,,87.69,42.54,-37.1,17.4,2.0,q1_q17_dr25_tce,6200.0,124.0,-124.0,4.072,0.188,-0.10099999999999999,1.64,0.281,-0.343,295.21268,49.56218,13.374
5536,5537,10407054,K02500.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.933754669,3.77e-06,-3.77e-06,132.44306,0.00434,-0.00434,0.728,0.308,-0.728,4.048,0.972,-0.972,89.3,7.4,-7.4,1.48,0.41,-0.41,2475.0,,,8881.31,7271.4,-4906.52,43.2,1.0,q1_q17_dr25_tce,6443.0,181.0,-250.0,4.146,0.24600000000000002,-0.16399999999999998,1.457,0.402,-0.402,292.77898999999996,47.552215999999994,13.343
7157,7158,6221385,K06145.01,Kepler-1641 b,CONFIRMED,CANDIDATE,0.937,0,0,0,0,19.672324,0.001116,-0.001116,134.3013,0.0692,-0.0692,0.721,0.01,-0.538,4.812,0.181,-0.181,649.9,33.9,-33.9,4.07,1.1,-1.11,908.0,,,160.98,129.2,-86.73,20.6,1.0,q1_q17_dr25_tce,6486.0,181.0,-227.0,4.136,0.24600000000000002,-0.16399999999999998,1.485,0.402,-0.402,296.35944,41.574532,14.263
1229,1230,5531953,K01681.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.93910337,3.06e-05,-3.06e-05,138.33927,0.00349,-0.00349,0.966,0.043,-0.731,2.977,0.133,-0.133,614.7,28.6,-28.6,1.41,0.16,-0.19,445.0,,,9.28,3.07,-2.96,22.9,1.0,q1_q17_dr25_tce,3638.0,72.0,-87.0,4.843999999999999,0.049,-0.055,0.42,0.046,-0.056,291.285,40.730049,15.855
1043,1044,5474733,K01610.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.8837784609999999,2.166e-06,-2.166e-06,133.60599,0.00195,-0.00195,0.605,0.31,-0.373,1.6339,0.0645,-0.0645,120.1,4.6,-4.6,1.09,0.32,-0.14,1934.0,,,3316.4,2839.69,-1070.18,31.7,1.0,q1_q17_dr25_tce,5975.0,161.0,-179.0,4.453,0.081,-0.18899999999999997,0.949,0.277,-0.119,298.3949,40.62891,14.062999999999999
6765,6766,8480642,K05521.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,31.59115876,3.175e-05,-3.175e-05,162.50188500000002,0.000819,-0.000819,1.247,6.688,-0.14,2.6431,0.0406,-0.0406,1434.4,20.5,-20.5,72.91,38.69,-47.31,783.0,,,88.84,145.57,-79.03,83.5,1.0,q1_q17_dr25_tce,5178.0,156.0,-141.0,3.714,0.878,-0.293,2.295,1.218,-1.489,285.0004,44.544990999999996,13.687000000000001
6578,6579,7019580,K05345.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,72.0153825,0.0009859,-0.0009859,168.8166,0.0117,-0.0117,0.6038,0.3731,-0.4023,2.548,0.47,-0.47,177.7,31.4,-31.4,6.94,2.89,-2.95,783.0,,,88.86,106.09,-63.2,6.8,1.0,q1_q16_tce,5099.0,115.0,-170.0,3.299,0.318,-0.262,5.032,2.096,-2.138,286.98447000000004,42.551121,11.888
1436,1437,6774880,K02062.01,Kepler-1077 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,34.3511339,0.0001512,-0.0001512,134.19046,0.00343,-0.00343,0.88,0.029,-0.643,4.4408,0.0987,-0.0987,599.4,23.8,-23.8,2.75,0.93,-0.29,576.0,,,26.1,25.87,-7.92,28.8,1.0,q1_q17_dr25_tce,6091.0,169.0,-211.0,4.487,0.054000000000000006,-0.21600000000000003,0.967,0.325,-0.101,291.03362999999996,42.26786,14.998
7033,7034,9655711,K06209.02,,CANDIDATE,CANDIDATE,0.612,0,0,0,0,7.72966941,6.356e-05,-6.356e-05,138.92566000000002,0.00884,-0.00884,0.668,0.284,-0.454,2.091,0.488,-0.488,426.7,72.3,-72.3,2.1,0.69,-0.22,927.0,,,174.28,170.99,-55.55,8.4,2.0,q1_q17_dr25_tce,5947.0,184.0,-226.0,4.481,0.054000000000000006,-0.21600000000000003,0.962,0.312,-0.104,294.444,46.335972,16.154
5012,5013,9528430,K03489.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,90.08255562,1.345e-05,-1.345e-05,173.987561,0.000109,-0.000109,0.099,0.009,-0.017,19.7301,0.00869,-0.00869,43252.0,14.5,-14.5,49.2,9.2,-17.07,666.0,,,46.58,26.41,-28.78,3571.6,1.0,q1_q17_dr25_tce,6523.0,176.0,-176.0,3.835,0.292,-0.09699999999999999,2.343,0.438,-0.813,292.66357,46.114940999999995,12.963
2596,2597,8639908,K02700.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.910020582,2.287e-06,-2.287e-06,131.99239,0.00204,-0.00204,0.79,0.017,-0.556,1.7956,0.0801,-0.0801,358.1,15.1,-15.1,1.12,0.11,-0.11,1127.0,,,380.16,134.53,-106.11,29.9,1.0,q1_q17_dr25_tce,4297.0,116.0,-142.0,4.725,0.045,-0.05,0.533,0.055,-0.049,297.00354,44.775089,15.380999999999998
3604,3605,8029197,K04147.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.15292788,1.057e-05,-1.057e-05,132.36514,0.00431,-0.00431,0.45,0.021,-0.45,3.043,0.116,-0.116,41.4,2.3,-2.3,1.02,0.25,-0.37,1841.0,,,2708.61,1989.08,-1700.42,21.5,1.0,q1_q17_dr25_tce,5851.0,176.0,-132.0,3.969,0.35700000000000004,-0.153,1.555,0.375,-0.562,291.9632,43.88166,12.642999999999999
49,50,12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.37936986,2.415e-05,-2.415e-05,133.84992,0.00183,-0.00183,0.911,0.009,-0.656,2.6255,0.073,-0.073,1023.5,29.7,-29.7,3.95,0.57,-0.31,806.0,,,99.68,38.38,-19.39,37.9,2.0,q1_q17_dr25_tce,5714.0,77.0,-77.0,4.428,0.063,-0.11699999999999999,1.015,0.148,-0.079,295.81616,51.121738,15.367
5342,5343,11450414,K01992.02,Kepler-347 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,27.3214242,0.0002665,-0.0002665,154.29833,0.00857,-0.00857,0.983,0.044,-0.694,4.836,0.275,-0.275,279.6,17.7,-17.7,3.61,0.52,-0.85,705.0,,,58.35,22.39,-26.06,14.9,2.0,q1_q17_dr25_tce,5592.0,75.0,-75.0,4.115,0.195,-0.09,1.451,0.211,-0.342,289.19957999999997,49.305721000000005,14.513
7900,7901,4758350,K06447.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.1209977009999998,6.002e-06,-6.002e-06,131.48486,0.00506,-0.00506,1.114,0.021,-0.119,11.243,0.773,-0.773,145.6,7.2,-7.2,66.58,4.74,-26.87,3992.0,,,60096.61,16554.14,-41379.69,58.1,1.0,q1_q17_dr25_tce,6720.0,180.0,-220.0,3.373,0.366,-0.065,4.845,0.345,-1.955,294.93197999999995,39.81242,12.964
8010,8011,11705004,K02199.02,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,3.05293416,2.809e-05,-2.809e-05,132.96692,0.00688,-0.00688,0.328,0.138,-0.328,2.155,0.232,-0.232,227.5,27.3,-27.3,1.18,0.2,-0.1,1047.0,,,284.82,157.17,-73.08,10.1,2.0,q1_q17_dr25_tce,5311.0,175.0,-159.0,4.588,0.03,-0.11199999999999999,0.788,0.132,-0.066,287.53503,49.801659,15.901
540,541,9605514,K00945.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,25.8474958,0.0001702,-0.0001702,188.874,0.00462,-0.00462,0.054,0.421,-0.054,5.985,0.148,-0.148,537.4,21.4,-21.4,2.4,0.75,-0.25,672.0,,,48.23,43.85,-14.74,27.3,2.0,q1_q17_dr25_tce,6297.0,169.0,-225.0,4.448,0.052000000000000005,-0.20800000000000002,1.031,0.32,-0.107,297.9516,46.264721,15.083
3468,3469,9640985,K00713.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.178150567,1.825e-06,-1.825e-06,171.232233,0.000689,-0.000689,1.228,0.934,-0.119,3.5065,0.0358,-0.0358,511.3,4.8,-4.8,34.19,11.4,-4.88,1796.0,,,2457.28,2349.57,-911.47,131.4,1.0,q1_q17_dr25_tce,6820.0,165.0,-260.0,4.328,0.084,-0.196,1.254,0.418,-0.179,287.99609,46.32943,13.835
